Gene ID	HMMER	Hotpep	DIAMOND	Signalp	#ofTools
augustus_masked-NODE_103_length_111850_cov_63.014983-processed-gene-0.32-mRNA-1	GH3(66-297)	GH3	GH3	N	3
augustus_masked-NODE_103_length_111850_cov_63.014983-processed-gene-0.41-mRNA-1	GH18(30-279)	GH18	N	N	2
augustus_masked-NODE_104_length_109618_cov_58.740737-processed-gene-0.16-mRNA-1	AA3_2(8-569)	AA3	N	N	2
augustus_masked-NODE_105_length_108229_cov_59.365007-processed-gene-0.8-mRNA-1	GH20(184-559)	GH20	GH20	N	3
augustus_masked-NODE_108_length_107061_cov_58.730067-processed-gene-0.4-mRNA-1	CBM21(298-404)	CBM21	CBM21	N	3
augustus_masked-NODE_10_length_343689_cov_59.984777-processed-gene-0.17-mRNA-1	PL1_2(68-239)	PL1	N	N	2
augustus_masked-NODE_10_length_343689_cov_59.984777-processed-gene-0.2-mRNA-1	GH3(113-362)	GH3	GH3	N	3
augustus_masked-NODE_10_length_343689_cov_59.984777-processed-gene-0.4-mRNA-1	PL1_4(111-293)	PL1	PL1_4	N	3
augustus_masked-NODE_10_length_343689_cov_59.984777-processed-gene-0.5-mRNA-1	GH95(164-695)	GH95	GH95	N	3
augustus_masked-NODE_10_length_343689_cov_59.984777-processed-gene-1.4-mRNA-1	GT32(88-165)	N	N	N	1
augustus_masked-NODE_10_length_343689_cov_59.984777-processed-gene-1.5-mRNA-1	GT64(102-347)	N	N	N	1
augustus_masked-NODE_117_length_97828_cov_56.005885-processed-gene-0.21-mRNA-1	GT21(42-394)	GT21	GT21	N	3
augustus_masked-NODE_121_length_91288_cov_64.715163-processed-gene-0.36-mRNA-1	GT90(716-1015)	GT90	N	N	2
augustus_masked-NODE_122_length_90885_cov_55.915721-processed-gene-0.4-mRNA-1	GH18(324-557)	GH18	N	N	2
augustus_masked-NODE_124_length_89645_cov_62.361469-processed-gene-0.7-mRNA-1	GH55(40-785)	GH28+GH55	GH55	N	3
augustus_masked-NODE_125_length_88965_cov_54.200635-processed-gene-0.19-mRNA-1	GT39(67-312)	GT39	GT39	N	3
augustus_masked-NODE_12_length_293523_cov_59.929413-processed-gene-0.10-mRNA-1	GH13_40(35-385)	GH13	GH13_40	N	3
augustus_masked-NODE_12_length_293523_cov_59.929413-processed-gene-1.91-mRNA-1	GT1(902-1307)	GT1	GT1	N	3
augustus_masked-NODE_12_length_293523_cov_59.929413-processed-gene-1.93-mRNA-1	GT64(95-339)	N	N	N	1
augustus_masked-NODE_133_length_85966_cov_59.288575-processed-gene-0.3-mRNA-1	AA3(9-540)	AA3	AA3_2	N	3
