Gene ID	HMMER	Hotpep	DIAMOND	Signalp	#ofTools
augustus_masked-NODE_100_length_83904_cov_72.511537-processed-gene-0.36-mRNA-1	GT17(55-320)	GT17	N	N	2
augustus_masked-NODE_102_length_82259_cov_77.195989-processed-gene-0.207-mRNA-1	CE4(132-258)	CE4	CBM18+CE4	N	3
augustus_masked-NODE_106_length_80927_cov_20.826213-processed-gene-0.5-mRNA-1	GH18(40-390)	GH18	GH18	N	3
augustus_masked-NODE_10_length_298307_cov_73.795379-processed-gene-1.0-mRNA-1	AA3_2(8-579)	AA3	N	N	2
augustus_masked-NODE_10_length_298307_cov_73.795379-processed-gene-1.26-mRNA-1	AA7(30-215)	N	N	N	1
augustus_masked-NODE_10_length_298307_cov_73.795379-processed-gene-1.60-mRNA-1	GH18(146-480)	GH18	CBM18+GH18	N	3
augustus_masked-NODE_116_length_76803_cov_72.831890-processed-gene-0.145-mRNA-1	CE10(84-382)	N	N	N	1
augustus_masked-NODE_118_length_75508_cov_68.323954-processed-gene-0.196-mRNA-1	CE4(83-217)	CE4	N	N	2
augustus_masked-NODE_12_length_273513_cov_69.888323-processed-gene-1.483-mRNA-1	GH31(257-698)	GH31	GH31	N	3
augustus_masked-NODE_139_length_58956_cov_74.430196-processed-gene-0.153-mRNA-1	GT57(16-493)	GT57	GT57	N	3
augustus_masked-NODE_14_length_243829_cov_75.711767-processed-gene-0.166-mRNA-1	GH18(43-279)	GH18	GH18	N	3
augustus_masked-NODE_14_length_243829_cov_75.711767-processed-gene-1.220-mRNA-1	AA3(10-540)	AA3	AA3_2	N	3
augustus_masked-NODE_15_length_235441_cov_69.504560-processed-gene-1.223-mRNA-1	GH49(58-597)	GH49	GH49	N	3
augustus_masked-NODE_15_length_235441_cov_69.504560-processed-gene-1.237-mRNA-1	GH28(94-426)	GH28	GH28	N	3
augustus_masked-NODE_160_length_46737_cov_81.856747-processed-gene-0.25-mRNA-1	GH76(24-439)	GH76	N	N	2
augustus_masked-NODE_188_length_35345_cov_77.740701-processed-gene-0.94-mRNA-1	CE10(174-593)	N	N	N	1
augustus_masked-NODE_189_length_35081_cov_68.549007-processed-gene-0.8-mRNA-1	GT62(95-357)	GT62	GT62	N	3
augustus_masked-NODE_18_length_222320_cov_75.220682-processed-gene-0.10-mRNA-1	GH92(645-1158)	GH92	GH92	N	3
augustus_masked-NODE_18_length_222320_cov_75.220682-processed-gene-0.21-mRNA-1	GH18(42-267)	GH18	GH18	N	3
augustus_masked-NODE_190_length_34969_cov_75.471902-processed-gene-0.19-mRNA-1	GH5_9(314-637)	GH5	GH5_9	N	3
augustus_masked-NODE_19_length_217226_cov_73.336528-processed-gene-1.201-mRNA-1	GH18(47-240)	GH18	N	N	2
augustus_masked-NODE_1_length_883239_cov_54.878836-processed-gene-4.229-mRNA-1	CE10(72-320)	N	N	N	1
augustus_masked-NODE_1_length_883239_cov_54.878836-processed-gene-5.314-mRNA-1	GH17(103-305)	GH17	N	N	2
augustus_masked-NODE_1_length_883239_cov_54.878836-processed-gene-7.30-mRNA-1	GH37(143-704)	GH37	GH37	N	3
augustus_masked-NODE_205_length_27925_cov_68.436686-processed-gene-0.5-mRNA-1	GT20(19-554)	GT20	GT20	N	3
augustus_masked-NODE_21_length_204983_cov_73.166083-processed-gene-0.40-mRNA-1	GT4(268-423)	N	GT4	N	2
augustus_masked-NODE_22_length_202737_cov_78.199719-processed-gene-0.245-mRNA-1	GT90(297-563)	GT90	GT90	N	3
augustus_masked-NODE_232_length_19834_cov_58.612574-processed-gene-0.5-mRNA-1	GH128(213-425)	N	N	N	1
augustus_masked-NODE_24_length_199484_cov_72.693264-processed-gene-0.360-mRNA-1	PL7_4(2-170)	N	N	N	1
augustus_masked-NODE_24_length_199484_cov_72.693264-processed-gene-0.376-mRNA-1	GH64(77-454)	GH64	N	N	2
augustus_masked-NODE_25_length_194567_cov_74.961417-processed-gene-0.418-mRNA-1	GH72(18-300)	GH72	GH72	N	3
augustus_masked-NODE_26_length_193825_cov_72.621576-processed-gene-0.543-mRNA-1	GH18(31-282)	GH18	N	N	2
augustus_masked-NODE_27_length_193159_cov_70.688710-processed-gene-0.112-mRNA-1	GH43(27-309)+CBM66(327-480)	GH43	CBM66+GH43_34	N	3
augustus_masked-NODE_2_length_834423_cov_25.846594-processed-gene-7.60-mRNA-1	GH132(161-468)	GH132	N	N	2
augustus_masked-NODE_35_length_184481_cov_72.699838-processed-gene-0.114-mRNA-1	GT4(356-512)	GT4	GT4	N	3
augustus_masked-NODE_36_length_183842_cov_71.036404-processed-gene-0.49-mRNA-1	GT62(73-290)	GT62	N	N	2
augustus_masked-NODE_37_length_181752_cov_71.915992-processed-gene-0.108-mRNA-1	GT15(115-385)	GT15	GT15	N	3
augustus_masked-NODE_37_length_181752_cov_71.915992-processed-gene-0.85-mRNA-1	CE10(59-311)	N	N	N	1
augustus_masked-NODE_39_length_169714_cov_75.827310-processed-gene-0.85-mRNA-1	AA6(4-197)	AA6	N	N	2
augustus_masked-NODE_41_length_167803_cov_71.976091-processed-gene-0.73-mRNA-1	PL1_2(70-241)	N	N	N	1
augustus_masked-NODE_43_length_161313_cov_71.085175-processed-gene-0.339-mRNA-1	GT22(13-302)	GT22	N	N	2
augustus_masked-NODE_46_length_148848_cov_69.581357-processed-gene-0.68-mRNA-1	GT69(119-367)	GT69	GT69	N	3
augustus_masked-NODE_48_length_145549_cov_74.379929-processed-gene-0.37-mRNA-1	AA7(34-466)	N	N	N	1
augustus_masked-NODE_48_length_145549_cov_74.379929-processed-gene-0.49-mRNA-1	GH20(194-570)	N	GH20	N	2
augustus_masked-NODE_49_length_141819_cov_43.304484-processed-gene-0.32-mRNA-1	GH47(113-595)	GH47	GH47	N	3
augustus_masked-NODE_4_length_535112_cov_62.228238-processed-gene-0.0-mRNA-1	GH71(18-392)+CBM24(475-552)	GH71+CBM24	CBM24+GH71	N	3
augustus_masked-NODE_4_length_535112_cov_62.228238-processed-gene-1.60-mRNA-1	GH3(34-245)	GH3	GH3	N	3
augustus_masked-NODE_4_length_535112_cov_62.228238-processed-gene-2.51-mRNA-1	GH31(248-809)	GH31	GH31	N	3
augustus_masked-NODE_56_length_134530_cov_74.500264-processed-gene-0.293-mRNA-1	CBM1(27-54)+GH5_5(93-390)	GH5	CBM1+GH5_5	N	3
augustus_masked-NODE_57_length_130451_cov_70.941009-processed-gene-0.53-mRNA-1	GH67(13-659)	GH67	GH67	N	3
augustus_masked-NODE_59_length_128781_cov_65.042533-processed-gene-0.215-mRNA-1	GH2(29-651)	GH2	GH2	N	3
augustus_masked-NODE_61_length_127591_cov_77.450260-processed-gene-0.26-mRNA-1	GT20(153-616)	GT20	GT20	N	3
augustus_masked-NODE_64_length_126232_cov_72.676468-processed-gene-0.273-mRNA-1	GH16(95-313)	N	N	N	1
augustus_masked-NODE_67_length_122038_cov_71.824273-processed-gene-0.226-mRNA-1	GT34(167-431)	GT34	GT34	N	3
augustus_masked-NODE_68_length_121991_cov_73.610886-processed-gene-0.403-mRNA-1	GT22(10-391)	GT22	GT22	N	3
augustus_masked-NODE_6_length_447864_cov_73.606110-processed-gene-0.70-mRNA-1	GH72(20-333)+CBM43(382-468)	GH72	CBM43+GH72	N	3
augustus_masked-NODE_6_length_447864_cov_73.606110-processed-gene-2.188-mRNA-1	CE10(71-342)	N	N	N	1
augustus_masked-NODE_6_length_447864_cov_73.606110-processed-gene-2.198-mRNA-1	GH5_12(15-549)	GH5	GH5_12	N	3
augustus_masked-NODE_78_length_103449_cov_66.168735-processed-gene-0.14-mRNA-1	GH18(32-291)	GH18	GH18	N	3
