Gene ID	HMMER	Hotpep	DIAMOND	Signalp	#ofTools
augustus_masked-scaffold1-processed-gene-1.309-mRNA-1	GT21(51-377)	GT21	GT21	N	3
augustus_masked-scaffold105-processed-gene-0.114-mRNA-1	GH95(22-703)	GH95	GH95	N	3
augustus_masked-scaffold113-processed-gene-0.20-mRNA-1	GH16(36-260)	N	N	N	1
augustus_masked-scaffold126-processed-gene-0.92-mRNA-1	GH55(40-787)	GH28+GH55	GH55	N	3
augustus_masked-scaffold13-processed-gene-0.90-mRNA-1	GH3(187-436)	GH3	GH3	N	3
augustus_masked-scaffold138-processed-gene-0.27-mRNA-1	GH76(20-381)	GH76	N	N	2
augustus_masked-scaffold14-processed-gene-0.6-mRNA-1	CE10(34-310)	N	N	N	1
augustus_masked-scaffold15-processed-gene-0.33-mRNA-1	GH92(269-789)	N	GH92	N	2
augustus_masked-scaffold156-processed-gene-0.1-mRNA-1	GH47(108-594)	GH47	GH47	N	3
augustus_masked-scaffold16-processed-gene-0.27-mRNA-1	GH20(202-577)	GH20	GH20	N	3
augustus_masked-scaffold171-processed-gene-0.70-mRNA-1	GH12(89-235)	GH12	N	N	2
augustus_masked-scaffold172-processed-gene-0.36-mRNA-1	GT66(28-672)	GT66	GT66	N	3
augustus_masked-scaffold185-processed-gene-0.65-mRNA-1	GH3(99-348)	GH3	GH3	N	3
augustus_masked-scaffold195-processed-gene-0.5-mRNA-1	GT20(9-283)	GT20	GT20	N	3
augustus_masked-scaffold196-processed-gene-0.72-mRNA-1	GH55(31-758)	GH55	GH55	N	3
augustus_masked-scaffold199-processed-gene-0.57-mRNA-1	GH49(6-551)	GH49	GH49	N	3
augustus_masked-scaffold203-processed-gene-0.9-mRNA-1	AA11(14-191)	AA11	N	N	2
augustus_masked-scaffold223-processed-gene-0.52-mRNA-1	GH67(25-715)	GH67	GH67	N	3
augustus_masked-scaffold234-processed-gene-0.4-mRNA-1	AA6(39-233)	AA6	N	N	2
augustus_masked-scaffold239-processed-gene-0.63-mRNA-1	CE10(93-349)	N	N	N	1
augustus_masked-scaffold241-processed-gene-0.21-mRNA-1	GH16(102-319)	N	N	N	1
augustus_masked-scaffold247-processed-gene-0.67-mRNA-1	GH5_7(60-335)	GH5	CBM1+GH5_7	N	3
augustus_masked-scaffold25-processed-gene-0.17-mRNA-1	GT69(96-343)	GT69	GT69	N	3
augustus_masked-scaffold25-processed-gene-0.7-mRNA-1	GH5_24(73-393)	GH5	GH5_24	N	3
augustus_masked-scaffold28-processed-gene-0.175-mRNA-1	GH92(263-772)	GH92	GH92	N	3
augustus_masked-scaffold3-processed-gene-1.102-mRNA-1	GT4(252-407)	N	GT4	N	2
augustus_masked-scaffold36-processed-gene-0.27-mRNA-1	AA11(19-173)	AA11	N	N	2
augustus_masked-scaffold37-processed-gene-0.75-mRNA-1	GT2(10-178)	GT2	GT2	N	3
augustus_masked-scaffold391-processed-gene-0.64-mRNA-1	AA2(101-341)	N	N	N	1
augustus_masked-scaffold4-processed-gene-0.2-mRNA-1	GH2(103-725)	GH2	GH2	N	3
augustus_masked-scaffold40-processed-gene-0.230-mRNA-1	GH5_12(15-549)	GH5	GH5_12	N	3
