Gene ID	HMMER	Hotpep	DIAMOND	Signalp	#ofTools
augustus_masked-NODE_103_length_41609_cov_31.945639-processed-gene-0.15-mRNA-1	GH43(27-309)+CBM66(327-479)	GH43	CBM66+GH43_34	N	3
augustus_masked-NODE_1276_length_4780_cov_25.804857-processed-gene-0.9-mRNA-1	GH95(18-776)	GH95	GH95	N	3
augustus_masked-NODE_129_length_37561_cov_27.394454-processed-gene-0.0-mRNA-1	AA6(4-199)	AA6	N	N	2
augustus_masked-NODE_1312_length_4469_cov_29.767849-processed-gene-0.2-mRNA-1	GH63(431-648)	GH63	GH63	N	3
augustus_masked-NODE_131_length_37427_cov_22.159678-processed-gene-0.13-mRNA-1	GT58(334-681)	GT58	GT58	N	3
augustus_masked-NODE_146_length_35788_cov_27.809259-processed-gene-0.81-mRNA-1	GH30_3(64-485)	GH30	GH30_3	N	3
augustus_masked-NODE_153_length_34691_cov_32.085696-processed-gene-0.73-mRNA-1	CE10(91-345)	N	N	N	1
augustus_masked-NODE_156_length_34460_cov_30.207847-processed-gene-0.2-mRNA-1	CE10(38-326)	N	N	N	1
augustus_masked-NODE_15_length_77328_cov_35.047668-processed-gene-0.153-mRNA-1	GH5_7(61-336)	GH5	CBM1+GH5_7	N	3
augustus_masked-NODE_16_length_74090_cov_34.299068-processed-gene-0.181-mRNA-1	CE10(156-428)	N	N	N	1
augustus_masked-NODE_173_length_33277_cov_28.144676-processed-gene-0.5-mRNA-1	CE10(31-310)	N	N	N	1
augustus_masked-NODE_189_length_32062_cov_37.320808-processed-gene-0.2-mRNA-1	GH3(62-269)	GH3	GH3	N	3
augustus_masked-NODE_1_length_180263_cov_34.489297-processed-gene-0.122-mRNA-1	GH18(16-233)	GH18	GH18	N	3
augustus_masked-NODE_20_length_70961_cov_37.322882-processed-gene-0.92-mRNA-1	GH76(2-366)	GH76	GH76	N	3
augustus_masked-NODE_215_length_29712_cov_30.288795-processed-gene-0.32-mRNA-1	AA7(128-306)	N	N	N	1
augustus_masked-NODE_221_length_29399_cov_26.341897-processed-gene-0.1-mRNA-1	CE10(43-338)	N	N	N	1
augustus_masked-NODE_22_length_69589_cov_32.921785-processed-gene-0.28-mRNA-1	CE1(24-210)	N	N	N	1
augustus_masked-NODE_249_length_27333_cov_28.166250-processed-gene-0.43-mRNA-1	GH7(19-449)	GH7	CBM1+GH7	N	3
augustus_masked-NODE_257_length_27099_cov_39.240397-processed-gene-0.7-mRNA-1	PL1_2(67-238)	PL1	N	N	2
augustus_masked-NODE_273_length_26026_cov_33.185528-processed-gene-0.29-mRNA-1	GH76(27-376)	GH76	N	N	2
