# BUSCO version is: 4.0.beta1 
# The lineage dataset is: ascomycota_odb10 (Creation date: 2019-11-20, number of species: 365, number of BUSCOs: 1706)
# Busco id	Status	Sequence	Score	Length
377at4890	Complete	PNP41821.1	4707.5	3320	https://www.orthodb.org/v10?query=377at4890	Dynein heavy chain
504at4890	Complete	PNP45495.1	3631.0	2591	https://www.orthodb.org/v10?query=504at4890	Vacuolar protein sorting-associated protein
1372at4890	Complete	PNP41166.1	2333.4	2326	https://www.orthodb.org/v10?query=1372at4890	E3 ubiquitin ligase, domain of unknown function DUF908
1627at4890	Complete	PNP37694.1	3840.9	1981	https://www.orthodb.org/v10?query=1627at4890	Pre-mRNA-processing-splicing factor 8
1691at4890	Complete	PNP41093.1	3193.7	1734	https://www.orthodb.org/v10?query=1691at4890	Glutamate synthase
1872at4890	Complete	PNP38127.1	3211.9	1778	https://www.orthodb.org/v10?query=1872at4890	Acetyl-CoA carboxylase
1902at4890	Complete	PNP37671.1	1505.2	1386	https://www.orthodb.org/v10?query=1902at4890	Proteasome activator subunit 4
2239at4890	Complete	PNP45274.1	2795.3	1770	https://www.orthodb.org/v10?query=2239at4890	FKBP12-rapamycin binding domain
2241at4890	Complete	PNP42416.1	4696.9	3796	https://www.orthodb.org/v10?query=2241at4890	Midasin
2629at4890	Complete	PNP44303.1	4093.5	2920	https://www.orthodb.org/v10?query=2629at4890	PIK-related kinase
2653at4890	Complete	PNP40882.1	1036.6	934	https://www.orthodb.org/v10?query=2653at4890	CCR4-NOT transcription complex subunit 1, CAF1-binding domain
3339at4890	Complete	PNP43045.1	591.0	638	https://www.orthodb.org/v10?query=3339at4890	THO complex subunit 2
3444at4890	Complete	PNP47403.1	1758.4	1633	https://www.orthodb.org/v10?query=3444at4890	Armadillo-type fold
3488at4890	Complete	PNP41689.1	2833.0	2017	https://www.orthodb.org/v10?query=3488at4890	Ribosomal protein L19
3557at4890	Complete	PNP38243.1	1755.7	1440	https://www.orthodb.org/v10?query=3557at4890	Phosphatidylinositol 3-/4-kinase, catalytic domain
3995at4890	Complete	PNP48797.1	2094.2	1398	https://www.orthodb.org/v10?query=3995at4890	DNA-directed RNA polymerase subunit
4161at4890	Complete	PNP44915.1	373.2	546	https://www.orthodb.org/v10?query=4161at4890	Dbl homology (DH) domain
4344at4890	Complete	PNP39285.1	775.2	678	https://www.orthodb.org/v10?query=4344at4890	Zinc finger, CCHC-type
4479at4890	Complete	PNP41242.1	1870.4	1205	https://www.orthodb.org/v10?query=4479at4890	Nitrite/Sulfite reductase ferredoxin-like domain
4961at4890	Complete	PNP48087.1	1092.3	905	https://www.orthodb.org/v10?query=4961at4890	Phosphatidylinositol-4-phosphate 5-kinase, core
5198at4890	Complete	PNP41300.1	1000.9	752	https://www.orthodb.org/v10?query=5198at4890	Sec7 domain
5330at4890	Complete	PNP44681.1	1346.8	1012	https://www.orthodb.org/v10?query=5330at4890	Paired amphipathic helix
5596at4890	Complete	PNP42703.1	1008.1	758	https://www.orthodb.org/v10?query=5596at4890	Chromo domain
6019at4890	Complete	PNP46876.1	1685.1	1043	https://www.orthodb.org/v10?query=6019at4890	Glycogen debranching enzyme
6263at4890	Complete	PNP44522.1	2910.5	1781	https://www.orthodb.org/v10?query=6263at4890	DNA polymerase epsilon catalytic subunit
6355at4890	Complete	PNP42215.1	1700.0	943	https://www.orthodb.org/v10?query=6355at4890	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
