# BUSCO version is: 4.0.beta1 
# The lineage dataset is: ascomycota_odb10 (Creation date: 2019-11-20, number of species: 365, number of BUSCOs: 1706)
# Busco id	Status	Sequence	Score	Length
377at4890	Complete	EHK43453.1	4707.9	3321	https://www.orthodb.org/v10?query=377at4890	Dynein heavy chain
504at4890	Complete	EHK46915.1	3629.5	2592	https://www.orthodb.org/v10?query=504at4890	Vacuolar protein sorting-associated protein
1372at4890	Complete	EHK46353.1	2331.7	2318	https://www.orthodb.org/v10?query=1372at4890	E3 ubiquitin ligase, domain of unknown function DUF908
1627at4890	Complete	EHK48593.1	3700.8	1936	https://www.orthodb.org/v10?query=1627at4890	Pre-mRNA-processing-splicing factor 8
1691at4890	Complete	EHK46433.1	3195.5	1712	https://www.orthodb.org/v10?query=1691at4890	Glutamate synthase
1872at4890	Complete	EHK41623.1	3211.3	1777	https://www.orthodb.org/v10?query=1872at4890	Acetyl-CoA carboxylase
1902at4890	Complete	EHK44776.1	1509.6	1383	https://www.orthodb.org/v10?query=1902at4890	Proteasome activator subunit 4
2239at4890	Complete	EHK43818.1	2799.3	1770	https://www.orthodb.org/v10?query=2239at4890	FKBP12-rapamycin binding domain
2241at4890	Complete	EHK41198.1	287.4	188	https://www.orthodb.org/v10?query=2241at4890	Midasin
2629at4890	Complete	EHK42110.1	4142.1	2919	https://www.orthodb.org/v10?query=2629at4890	PIK-related kinase
2653at4890	Complete	EHK44115.1	1036.2	933	https://www.orthodb.org/v10?query=2653at4890	CCR4-NOT transcription complex subunit 1, CAF1-binding domain
3339at4890	Complete	EHK45961.1	585.8	637	https://www.orthodb.org/v10?query=3339at4890	THO complex subunit 2
3444at4890	Complete	EHK48161.1	1762.9	1670	https://www.orthodb.org/v10?query=3444at4890	Armadillo-type fold
3488at4890	Complete	EHK43591.1	2823.7	1977	https://www.orthodb.org/v10?query=3488at4890	Ribosomal protein L19
3557at4890	Complete	EHK45312.1	1761.0	1441	https://www.orthodb.org/v10?query=3557at4890	Phosphatidylinositol 3-/4-kinase, catalytic domain
3995at4890	Complete	EHK48390.1	2094.1	1397	https://www.orthodb.org/v10?query=3995at4890	DNA-directed RNA polymerase subunit
4161at4890	Complete	EHK47438.1	377.0	541	https://www.orthodb.org/v10?query=4161at4890	Dbl homology (DH) domain
4344at4890	Complete	EHK42797.1	773.6	681	https://www.orthodb.org/v10?query=4344at4890	Zinc finger, CCHC-type
4479at4890	Complete	EHK46277.1	1872.8	1173	https://www.orthodb.org/v10?query=4479at4890	Nitrite/Sulfite reductase ferredoxin-like domain
4961at4890	Complete	EHK39958.1	1094.7	905	https://www.orthodb.org/v10?query=4961at4890	Phosphatidylinositol-4-phosphate 5-kinase, core
5198at4890	Complete	EHK46225.1	1219.0	1018	https://www.orthodb.org/v10?query=5198at4890	Sec7 domain
5330at4890	Complete	EHK39794.1	1374.5	1025	https://www.orthodb.org/v10?query=5330at4890	Paired amphipathic helix
5596at4890	Complete	EHK40901.1	1006.7	758	https://www.orthodb.org/v10?query=5596at4890	Chromo domain
6019at4890	Complete	EHK50410.1	1682.1	1047	https://www.orthodb.org/v10?query=6019at4890	Glycogen debranching enzyme
6263at4890	Complete	EHK43928.1	2905.9	1781	https://www.orthodb.org/v10?query=6263at4890	DNA polymerase epsilon catalytic subunit
6355at4890	Complete	EHK44416.1	1701.0	943	https://www.orthodb.org/v10?query=6355at4890	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
6990at4890	Complete	EHK47655.1	2202.2	1305	https://www.orthodb.org/v10?query=6990at4890	Clathrin heavy chain
7497at4890	Complete	EHK41298.1	902.9	789	https://www.orthodb.org/v10?query=7497at4890	Transcription elongation factor Spt6
7647at4890	Complete	EHK39991.1	876.2	1200	https://www.orthodb.org/v10?query=7647at4890	Ras GTPase activating protein
8339at4890	Complete	EHK48739.1	1043.1	888	https://www.orthodb.org/v10?query=8339at4890	Rapamycin-insensitive companion of mTOR, domain 4
8345at4890	Complete	EHK40191.1	1487.4	1053	https://www.orthodb.org/v10?query=8345at4890	Sterol 3-beta-glucosyltransferase
8502at4890	Complete	EHK48382.1	1131.1	873	https://www.orthodb.org/v10?query=8502at4890	L-aminoadipate-semialdehyde dehydrogenase
8502at4890	Complete	EHK44312.1	1037.6	827	https://www.orthodb.org/v10?query=8502at4890	L-aminoadipate-semialdehyde dehydrogenase
8809at4890	Complete	EHK47977.1	2158.9	1413	https://www.orthodb.org/v10?query=8809at4890	SNF2-related, N-terminal domain
8846at4890	Complete	EHK45948.1	1073.4	981	https://www.orthodb.org/v10?query=8846at4890	Nucleoporin, Nup133/Nup155-like, C-terminal
9309at4890	Complete	EHK42961.1	1682.7	1123	https://www.orthodb.org/v10?query=9309at4890	DNA polymerase
9453at4890	Complete	EHK48830.1	324.9	260	https://www.orthodb.org/v10?query=9453at4890	Kinase
9673at4890	Complete	EHK46976.1	1441.1	947	https://www.orthodb.org/v10?query=9673at4890	Phosphoribosylformylglycinamidine synthase
9707at4890	Complete	EHK45245.1	1012.4	753	https://www.orthodb.org/v10?query=9707at4890	Rho GTPase activation protein
9929at4890	Complete	EHK48918.1	961.3	891	https://www.orthodb.org/v10?query=9929at4890	Pleckstrin homology domain
10358at4890	Complete	EHK48618.1	1634.1	1373	https://www.orthodb.org/v10?query=10358at4890	nucleic acid-binding protein
10480at4890	Complete	EHK41844.1	1156.4	1107	https://www.orthodb.org/v10?query=10480at4890	Protein kinase
10555at4890	Complete	EHK43916.1	1070.8	814	https://www.orthodb.org/v10?query=10555at4890	Anaphase-promoting complex subunit 1
10728at4890	Complete	EHK48895.1	1470.9	1474	https://www.orthodb.org/v10?query=10728at4890	Armadillo-type fold
10795at4890	Complete	EHK41331.1	1302.3	858	https://www.orthodb.org/v10?query=10795at4890	Exportin-1
10872at4890	Complete	EHK49755.1	1967.9	1303	https://www.orthodb.org/v10?query=10872at4890	Myosin-2
10917at4890	Complete	EHK49258.1	763.7	984	https://www.orthodb.org/v10?query=10917at4890	Histone transcription regulator 3
10962at4890	Complete	EHK46319.1	1614.7	912	https://www.orthodb.org/v10?query=10962at4890	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
11266at4890	Complete	EHK41063.1	909.3	705	https://www.orthodb.org/v10?query=11266at4890	MAP kinase kinase kinase
11622at4890	Complete	EHK40523.1	1061.9	913	https://www.orthodb.org/v10?query=11622at4890	HECT domain
11641at4890	Complete	EHK43284.1	838.4	797	https://www.orthodb.org/v10?query=11641at4890	Winged helix-like DNA-binding domain superfamily
11683at4890	Complete	EHK47645.1	1575.6	929	https://www.orthodb.org/v10?query=11683at4890	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
