# BUSCO version is: 4.0.beta1 
# The lineage dataset is: ascomycota_odb10 (Creation date: 2019-11-20, number of species: 365, number of BUSCOs: 1706)
# Busco id	Status	Sequence	Score	Length
377at4890	Complete	augustus_masked-NODE_10_length_645185_cov_64.840346-processed-gene-5.22-mRNA-1	4724.2	3340	https://www.orthodb.org/v10?query=377at4890	Dynein heavy chain
504at4890	Complete	augustus_masked-NODE_53_length_191911_cov_59.374833-processed-gene-0.22-mRNA-1	3460.1	2525	https://www.orthodb.org/v10?query=504at4890	Vacuolar protein sorting-associated protein
1372at4890	Missing
1627at4890	Complete	augustus_masked-NODE_21_length_391651_cov_54.823929-processed-gene-2.37-mRNA-1	3828.4	1989	https://www.orthodb.org/v10?query=1627at4890	Pre-mRNA-processing-splicing factor 8
1691at4890	Complete	maker-NODE_6_length_849364_cov_61.265323-augustus-gene-3.24-mRNA-1	3138.1	1706	https://www.orthodb.org/v10?query=1691at4890	Glutamate synthase
1872at4890	Complete	maker-NODE_47_length_201026_cov_60.700606-augustus-gene-1.17-mRNA-1	3215.9	1769	https://www.orthodb.org/v10?query=1872at4890	Acetyl-CoA carboxylase
1902at4890	Complete	maker-NODE_22_length_390111_cov_61.126862-augustus-gene-2.26-mRNA-1	1499.6	1388	https://www.orthodb.org/v10?query=1902at4890	Proteasome activator subunit 4
2239at4890	Complete	maker-NODE_54_length_184844_cov_65.641565-augustus-gene-0.15-mRNA-1	2784.1	1771	https://www.orthodb.org/v10?query=2239at4890	FKBP12-rapamycin binding domain
2241at4890	Complete	maker-NODE_14_length_515982_cov_63.869335-augustus-gene-0.32-mRNA-1	4565.1	3523	https://www.orthodb.org/v10?query=2241at4890	Midasin
2629at4890	Complete	maker-NODE_13_length_527745_cov_64.590967-augustus-gene-1.3-mRNA-1	4134.3	2908	https://www.orthodb.org/v10?query=2629at4890	PIK-related kinase
2653at4890	Complete	augustus_masked-NODE_2_length_981360_cov_65.668740-processed-gene-5.22-mRNA-1	916.4	928	https://www.orthodb.org/v10?query=2653at4890	CCR4-NOT transcription complex subunit 1, CAF1-binding domain
3339at4890	Complete	augustus_masked-NODE_4_length_886839_cov_63.192135-processed-gene-1.0-mRNA-1	316.3	326	https://www.orthodb.org/v10?query=3339at4890	THO complex subunit 2
3444at4890	Complete	augustus_masked-NODE_18_length_437960_cov_63.438948-processed-gene-3.66-mRNA-1	1726.1	1596	https://www.orthodb.org/v10?query=3444at4890	Armadillo-type fold
3488at4890	Missing
3557at4890	Complete	maker-NODE_68_length_116773_cov_66.470886-augustus-gene-0.33-mRNA-1	1768.3	1479	https://www.orthodb.org/v10?query=3557at4890	Phosphatidylinositol 3-/4-kinase, catalytic domain
3995at4890	Complete	augustus_masked-NODE_16_length_458646_cov_62.714747-processed-gene-3.22-mRNA-1	1843.8	1216	https://www.orthodb.org/v10?query=3995at4890	DNA-directed RNA polymerase subunit
4161at4890	Complete	augustus_masked-NODE_11_length_619819_cov_63.830454-processed-gene-3.15-mRNA-1	369.6	541	https://www.orthodb.org/v10?query=4161at4890	Dbl homology (DH) domain
4344at4890	Complete	augustus_masked-NODE_15_length_474549_cov_63.245189-processed-gene-3.32-mRNA-1	643.8	584	https://www.orthodb.org/v10?query=4344at4890	Zinc finger, CCHC-type
4479at4890	Complete	maker-NODE_63_length_132141_cov_64.118457-augustus-gene-0.58-mRNA-1	1842.1	1129	https://www.orthodb.org/v10?query=4479at4890	Nitrite/Sulfite reductase ferredoxin-like domain
4961at4890	Complete	augustus_masked-NODE_14_length_515982_cov_63.869335-processed-gene-2.0-mRNA-1	1065.4	847	https://www.orthodb.org/v10?query=4961at4890	Phosphatidylinositol-4-phosphate 5-kinase, core
5198at4890	Complete	maker-NODE_63_length_132141_cov_64.118457-augustus-gene-0.47-mRNA-1	1018.7	727	https://www.orthodb.org/v10?query=5198at4890	Sec7 domain
5330at4890	Complete	augustus_masked-NODE_23_length_388669_cov_60.231074-processed-gene-2.78-mRNA-1	1202.3	902	https://www.orthodb.org/v10?query=5330at4890	Paired amphipathic helix
5596at4890	Complete	maker-NODE_9_length_712399_cov_64.450715-augustus-gene-1.29-mRNA-1	986.4	731	https://www.orthodb.org/v10?query=5596at4890	Chromo domain
6019at4890	Complete	maker-NODE_79_length_83096_cov_56.908086-augustus-gene-0.28-mRNA-1	1654.7	1039	https://www.orthodb.org/v10?query=6019at4890	Glycogen debranching enzyme
6263at4890	Complete	maker-NODE_19_length_423208_cov_63.707385-augustus-gene-3.47-mRNA-1	2816.9	1768	https://www.orthodb.org/v10?query=6263at4890	DNA polymerase epsilon catalytic subunit
6355at4890	Complete	maker-NODE_2_length_981360_cov_65.668740-augustus-gene-1.7-mRNA-1	1636.1	940	https://www.orthodb.org/v10?query=6355at4890	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
6990at4890	Complete	maker-NODE_8_length_768202_cov_65.452000-augustus-gene-1.8-mRNA-1	2181.6	1305	https://www.orthodb.org/v10?query=6990at4890	Clathrin heavy chain
7497at4890	Complete	maker-NODE_14_length_515982_cov_63.869335-augustus-gene-4.16-mRNA-1	909.5	793	https://www.orthodb.org/v10?query=7497at4890	Transcription elongation factor Spt6
7647at4890	Complete	maker-NODE_5_length_868829_cov_62.810630-augustus-gene-3.40-mRNA-1	867.1	1242	https://www.orthodb.org/v10?query=7647at4890	Ras GTPase activating protein
8339at4890	Complete	augustus_masked-NODE_18_length_437960_cov_63.438948-processed-gene-3.27-mRNA-1	1050.8	884	https://www.orthodb.org/v10?query=8339at4890	Rapamycin-insensitive companion of mTOR, domain 4
8345at4890	Complete	maker-NODE_49_length_195914_cov_65.162748-augustus-gene-0.63-mRNA-1	1445.4	969	https://www.orthodb.org/v10?query=8345at4890	Sterol 3-beta-glucosyltransferase
