# BUSCO version is: 4.0.beta1 
# The lineage dataset is: ascomycota_odb10 (Creation date: 2019-11-20, number of species: 365, number of BUSCOs: 1706)
# Busco id	Status	Sequence	Score	Length
377at4890	Complete	maker-WWCI01000001.1-snap-gene-22.37-mRNA-1	4731.1	3319	https://www.orthodb.org/v10?query=377at4890	Dynein heavy chain
504at4890	Complete	maker-WWCI01000003.1-augustus-gene-10.58-mRNA-1	3620.7	2628	https://www.orthodb.org/v10?query=504at4890	Vacuolar protein sorting-associated protein
1372at4890	Complete	maker-WWCI01000001.1-augustus-gene-10.85-mRNA-1	1890.6	2040	https://www.orthodb.org/v10?query=1372at4890	E3 ubiquitin ligase, domain of unknown function DUF908
1627at4890	Complete	snap_masked-WWCI01000007.1-processed-gene-11.52-mRNA-1	3838.8	1994	https://www.orthodb.org/v10?query=1627at4890	Pre-mRNA-processing-splicing factor 8
1691at4890	Complete	maker-WWCI01000001.1-snap-gene-6.13-mRNA-1	3207.0	1763	https://www.orthodb.org/v10?query=1691at4890	Glutamate synthase
1872at4890	Complete	maker-WWCI01000006.1-augustus-gene-1.77-mRNA-1	3213.5	1759	https://www.orthodb.org/v10?query=1872at4890	Acetyl-CoA carboxylase
1902at4890	Complete	maker-WWCI01000007.1-snap-gene-39.73-mRNA-1	1522.5	1386	https://www.orthodb.org/v10?query=1902at4890	Proteasome activator subunit 4
2239at4890	Complete	maker-WWCI01000005.1-augustus-gene-21.71-mRNA-1	2794.6	1777	https://www.orthodb.org/v10?query=2239at4890	FKBP12-rapamycin binding domain
2241at4890	Complete	maker-WWCI01000006.1-augustus-gene-14.0-mRNA-1	4707.4	3949	https://www.orthodb.org/v10?query=2241at4890	Midasin
2629at4890	Complete	augustus_masked-WWCI01000002.1-processed-gene-51.54-mRNA-1	3746.0	2684	https://www.orthodb.org/v10?query=2629at4890	PIK-related kinase
2653at4890	Complete	maker-WWCI01000005.1-snap-gene-11.2-mRNA-1	1033.7	939	https://www.orthodb.org/v10?query=2653at4890	CCR4-NOT transcription complex subunit 1, CAF1-binding domain
