# BUSCO version is: 4.0.beta1 
# The lineage dataset is: ascomycota_odb10 (Creation date: 2019-11-20, number of species: 365, number of BUSCOs: 1706)
# Busco id	Status	Sequence	Score	Length
377at4890	Complete	PTB80684.1	4483.6	3166	https://www.orthodb.org/v10?query=377at4890	Dynein heavy chain
504at4890	Complete	PTB75028.1	3635.8	2587	https://www.orthodb.org/v10?query=504at4890	Vacuolar protein sorting-associated protein
1372at4890	Complete	PTB81243.1	2329.1	2217	https://www.orthodb.org/v10?query=1372at4890	E3 ubiquitin ligase, domain of unknown function DUF908
1627at4890	Complete	PTB71361.1	3842.3	1989	https://www.orthodb.org/v10?query=1627at4890	Pre-mRNA-processing-splicing factor 8
1691at4890	Complete	PTB73200.1	3199.0	1734	https://www.orthodb.org/v10?query=1691at4890	Glutamate synthase
1872at4890	Complete	PTB75530.1	2315.7	1369	https://www.orthodb.org/v10?query=1872at4890	Acetyl-CoA carboxylase
1902at4890	Complete	PTB73680.1	1510.2	1370	https://www.orthodb.org/v10?query=1902at4890	Proteasome activator subunit 4
2239at4890	Complete	PTB77317.1	2804.9	1770	https://www.orthodb.org/v10?query=2239at4890	FKBP12-rapamycin binding domain
2241at4890	Complete	PTB81165.1	4677.4	3761	https://www.orthodb.org/v10?query=2241at4890	Midasin
2629at4890	Complete	PTB78794.1	4157.0	2918	https://www.orthodb.org/v10?query=2629at4890	PIK-related kinase
2653at4890	Complete	PTB77710.1	1034.9	934	https://www.orthodb.org/v10?query=2653at4890	CCR4-NOT transcription complex subunit 1, CAF1-binding domain
3339at4890	Complete	PTB76943.1	516.2	633	https://www.orthodb.org/v10?query=3339at4890	THO complex subunit 2
3444at4890	Complete	PTB79637.1	1762.0	1654	https://www.orthodb.org/v10?query=3444at4890	Armadillo-type fold
3488at4890	Complete	PTB76595.1	2832.2	2113	https://www.orthodb.org/v10?query=3488at4890	Ribosomal protein L19
3557at4890	Complete	PTB78095.1	1766.4	1395	https://www.orthodb.org/v10?query=3557at4890	Phosphatidylinositol 3-/4-kinase, catalytic domain
3995at4890	Complete	PTB71420.1	2109.4	1395	https://www.orthodb.org/v10?query=3995at4890	DNA-directed RNA polymerase subunit
4161at4890	Complete	PTB71925.1	379.7	540	https://www.orthodb.org/v10?query=4161at4890	Dbl homology (DH) domain
4344at4890	Complete	PTB80019.1	779.0	703	https://www.orthodb.org/v10?query=4344at4890	Zinc finger, CCHC-type
4479at4890	Complete	PTB80773.1	1724.0	1102	https://www.orthodb.org/v10?query=4479at4890	Nitrite/Sulfite reductase ferredoxin-like domain
4961at4890	Complete	PTB71437.1	1097.4	898	https://www.orthodb.org/v10?query=4961at4890	Phosphatidylinositol-4-phosphate 5-kinase, core
5198at4890	Complete	PTB80831.1	1207.9	993	https://www.orthodb.org/v10?query=5198at4890	Sec7 domain
5330at4890	Complete	PTB74552.1	1355.0	1012	https://www.orthodb.org/v10?query=5330at4890	Paired amphipathic helix
5596at4890	Complete	PTB81503.1	1010.5	764	https://www.orthodb.org/v10?query=5596at4890	Chromo domain
6019at4890	Complete	PTB76383.1	1680.3	1036	https://www.orthodb.org/v10?query=6019at4890	Glycogen debranching enzyme
6263at4890	Complete	PTB77441.1	2921.2	1781	https://www.orthodb.org/v10?query=6263at4890	DNA polymerase epsilon catalytic subunit
6355at4890	Complete	PTB73644.1	1701.0	943	https://www.orthodb.org/v10?query=6355at4890	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
6990at4890	Complete	PTB72731.1	2212.7	1305	https://www.orthodb.org/v10?query=6990at4890	Clathrin heavy chain
7497at4890	Complete	PTB81045.1	917.7	837	https://www.orthodb.org/v10?query=7497at4890	Transcription elongation factor Spt6
7647at4890	Complete	PTB74062.1	893.1	1126	https://www.orthodb.org/v10?query=7647at4890	Ras GTPase activating protein
8339at4890	Complete	PTB81702.1	1046.0	922	https://www.orthodb.org/v10?query=8339at4890	Rapamycin-insensitive companion of mTOR, domain 4
8345at4890	Complete	PTB73838.1	1482.9	1067	https://www.orthodb.org/v10?query=8345at4890	Sterol 3-beta-glucosyltransferase
8502at4890	Complete	PTB73953.1	1152.4	864	https://www.orthodb.org/v10?query=8502at4890	L-aminoadipate-semialdehyde dehydrogenase
8809at4890	Complete	PTB79449.1	2150.1	1415	https://www.orthodb.org/v10?query=8809at4890	SNF2-related, N-terminal domain
8846at4890	Complete	PTB76924.1	1082.6	979	https://www.orthodb.org/v10?query=8846at4890	Nucleoporin, Nup133/Nup155-like, C-terminal
9309at4890	Complete	PTB80180.1	1679.0	1130	https://www.orthodb.org/v10?query=9309at4890	DNA polymerase
9453at4890	Complete	PTB72069.1	320.8	258	https://www.orthodb.org/v10?query=9453at4890	Kinase
9673at4890	Complete	PTB75103.1	1308.9	832	https://www.orthodb.org/v10?query=9673at4890	Phosphoribosylformylglycinamidine synthase
9707at4890	Complete	PTB78157.1	1066.4	791	https://www.orthodb.org/v10?query=9707at4890	Rho GTPase activation protein
9929at4890	Complete	PTB79358.1	968.1	890	https://www.orthodb.org/v10?query=9929at4890	Pleckstrin homology domain
10358at4890	Complete	PTB75991.1	1645.1	1348	https://www.orthodb.org/v10?query=10358at4890	nucleic acid-binding protein
10480at4890	Complete	PTB78511.1	1170.4	1111	https://www.orthodb.org/v10?query=10480at4890	Protein kinase
10555at4890	Complete	PTB77417.1	1074.6	859	https://www.orthodb.org/v10?query=10555at4890	Anaphase-promoting complex subunit 1
10728at4890	Complete	PTB79381.1	1475.1	1424	https://www.orthodb.org/v10?query=10728at4890	Armadillo-type fold
10795at4890	Complete	PTB75856.1	1311.1	858	https://www.orthodb.org/v10?query=10795at4890	Exportin-1
10872at4890	Complete	PTB72583.1	1983.3	1319	https://www.orthodb.org/v10?query=10872at4890	Myosin-2
10917at4890	Complete	PTB78973.1	757.7	991	https://www.orthodb.org/v10?query=10917at4890	Histone transcription regulator 3
10962at4890	Complete	PTB73086.1	1615.1	911	https://www.orthodb.org/v10?query=10962at4890	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
11266at4890	Missing
