PKK53699.1	bd3bf323b87c4962d7ef190bbfccb62a	842	Pfam	PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	720	788	5.3E-15	T	04-07-2020	IPR000504	RNA recognition motif domain	GO:0003676	
PKK53699.1	bd3bf323b87c4962d7ef190bbfccb62a	842	Pfam	PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	6	69	9.5E-8	T	04-07-2020	IPR000504	RNA recognition motif domain	GO:0003676	
PKK53699.1	bd3bf323b87c4962d7ef190bbfccb62a	842	Pfam	PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	499	561	3.7E-8	T	04-07-2020	IPR000504	RNA recognition motif domain	GO:0003676	
PKK53699.1	bd3bf323b87c4962d7ef190bbfccb62a	842	Pfam	PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	615	689	1.3E-13	T	04-07-2020	IPR000504	RNA recognition motif domain	GO:0003676	
PKK53699.1	bd3bf323b87c4962d7ef190bbfccb62a	842	Pfam	PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	319	387	1.4E-17	T	04-07-2020	IPR000504	RNA recognition motif domain	GO:0003676	
PKK54420.1	8c4f76d1a04441f9bb27f51a386fb50e	536	Pfam	PF00069	Protein kinase domain	239	491	5.0E-9	T	04-07-2020	IPR000719	Protein kinase domain	GO:0004672|GO:0005524|GO:0006468	
PKK50102.1	2a3125642548788fd72296927c1d83f4	509	Pfam	PF00226	DnaJ domain	24	86	7.6E-24	T	04-07-2020	IPR001623	DnaJ domain		
PKK50102.1	2a3125642548788fd72296927c1d83f4	509	Pfam	PF12171	Zinc-finger double-stranded RNA-binding	318	342	1.1E-9	T	04-07-2020	IPR022755	Zinc finger, double-stranded RNA binding		
PKK46659.1	8a056dfa3daad37968c1b2e40ff528fd	515	Pfam	PF00171	Aldehyde dehydrogenase family	19	489	5.6E-144	T	04-07-2020	IPR015590	Aldehyde dehydrogenase domain	GO:0016491|GO:0055114	
PKK53077.1	5bbc5145506770ecfb36823e36b9c141	280	Pfam	PF05724	Thiopurine S-methyltransferase (TPMT)	76	223	1.5E-28	T	04-07-2020	IPR008854	TPMT family	GO:0008757	KEGG: 00983+2.1.1.67|Reactome: R-HSA-156581|Reactome: R-HSA-5578995
