PNP51674.1	a34f7d4a77b734b811659f60a931b62f	465	Pfam	PF07690	Major Facilitator Superfamily	82	331	7.3E-17	T	04-07-2020	IPR011701	Major facilitator superfamily	GO:0055085	
PNP45206.1	4be6880e7354bb543936203abdd45dfb	312	Pfam	PF00615	Regulator of G protein signaling domain	77	191	3.4E-8	T	04-07-2020	IPR016137	RGS domain		
PNP57826.1	bbd64d92ba0ee964541e05db3c73bebe	1530	Pfam	PF08174	Cell division protein anillin	1204	1332	8.9E-11	T	04-07-2020	IPR012966	Anillin homology domain		
PNP57826.1	bbd64d92ba0ee964541e05db3c73bebe	1530	Pfam	PF00169	PH domain	1365	1481	6.0E-9	T	04-07-2020	IPR001849	Pleckstrin homology domain		
PNP57781.1	373ef601cf5b5bf4a7bb8ea4e92fbc1c	406	SignalP_EUK	SignalP-noTM		1	23	-	T	04-07-2020
PNP57781.1	373ef601cf5b5bf4a7bb8ea4e92fbc1c	406	Pfam	PF01263	Aldose 1-epimerase	39	338	2.7E-48	T	04-07-2020	IPR008183	Aldose 1-/Glucose-6-phosphate 1-epimerase	GO:0005975|GO:0016853	
PNP58034.1	1eb72be57dff067eec6f6269f5210cd2	342	Pfam	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain	16	46	5.7E-10	T	04-07-2020	IPR001138	Zn(2)-C6 fungal-type DNA-binding domain	GO:0000981|GO:0005634|GO:0006355|GO:0008270	
PNP58034.1	1eb72be57dff067eec6f6269f5210cd2	342	Pfam	PF04082	Fungal specific transcription factor domain	195	316	5.1E-8	T	04-07-2020	IPR007219	Transcription factor domain, fungi	GO:0003677|GO:0005634|GO:0006351|GO:0008270	
PNP49738.1	275f59de08fcbda37989ad1a3d278b87	386	Pfam	PF06870	A49-like RNA polymerase I associated factor	4	382	7.6E-108	T	04-07-2020	IPR009668	RNA polymerase I associated factor, A49-like	GO:0003677|GO:0006351|GO:0042025	Reactome: R-HSA-427413|Reactome: R-HSA-5250924|Reactome: R-HSA-73762|Reactome: R-HSA-73772|Reactome: R-HSA-73863
PNP58101.1	5b496c43d60a4e15ced792ec0a4d70a2	208	Pfam	PF00400	WD domain, G-beta repeat	86	119	0.14	T	04-07-2020	IPR001680	WD40 repeat	GO:0005515	
PNP47801.1	a0db3950c81a9d51dc86a98329aeb832	721	Pfam	PF05593	RHS Repeat	576	609	3.6E-5	T	04-07-2020	IPR031325	RHS repeat		
PNP49410.1	8a1f937123bf70bba1b1aa73b91128ee	789	Pfam	PF13086	AAA domain	286	529	9.2E-9	T	04-07-2020	IPR041677	DNA2/NAM7 helicase, AAA domain		
PNP49410.1	8a1f937123bf70bba1b1aa73b91128ee	789	Pfam	PF13087	AAA domain	565	754	2.6E-22	T	04-07-2020	IPR041679	DNA2/NAM7 helicase-like, AAA domain		
PNP49555.1	c99d3f23c7c41b84195288bbb937e720	417	Pfam	PF12326	N-glycosylation protein	276	344	1.0E-4	T	04-07-2020	IPR021100	N-glycosylation protein EOS1	GO:0005789|GO:0034599	
PNP55444.1	9b26e769b55e51a883b45af0dd24808d	557	Pfam	PF02133	Permease for cytosine/purines, uracil, thiamine, allantoin	36	488	1.0E-154	T	04-07-2020	IPR001248	Purine-cytosine permease	GO:0016020|GO:0022857|GO:0055085	
PNP51160.1	d505d5b0c654949a177b4560ced74329	89	Pfam	PF08227	DASH complex subunit Hsk3 like	27	71	8.0E-21	T	04-07-2020	IPR013183	DASH complex subunit Hsk3-like		Reactome: R-HSA-162658
PNP59071.1	2356119d39c83c623db97da299789e2c	2598	Pfam	PF02801	Beta-ketoacyl synthase, C-terminal domain	267	382	9.5E-35	T	04-07-2020	IPR014031	Beta-ketoacyl synthase, C-terminal		
PNP59071.1	2356119d39c83c623db97da299789e2c	2598	Pfam	PF16197	Ketoacyl-synthetase C-terminal extension	387	554	1.9E-15	T	04-07-2020	IPR032821	Ketoacyl-synthetase, C-terminal extension		Reactome: R-HSA-163765|Reactome: R-HSA-199220|Reactome: R-HSA-2426168|Reactome: R-HSA-75105|Reactome: R-HSA-9029558
PNP59071.1	2356119d39c83c623db97da299789e2c	2598	Pfam	PF14765	Polyketide synthase dehydratase	974	1286	3.2E-51	T	04-07-2020	IPR020807	Polyketide synthase, dehydratase domain		Reactome: R-HSA-163765|Reactome: R-HSA-199220|Reactome: R-HSA-2426168|Reactome: R-HSA-75105|Reactome: R-HSA-9029558
PNP59071.1	2356119d39c83c623db97da299789e2c	2598	Pfam	PF00698	Acyl transferase domain	582	892	9.9E-47	T	04-07-2020	IPR014043	Acyl transferase		
PNP59071.1	2356119d39c83c623db97da299789e2c	2598	Pfam	PF00109	Beta-ketoacyl synthase, N-terminal domain	9	258	2.4E-73	T	04-07-2020	IPR014030	Beta-ketoacyl synthase, N-terminal		
PNP59071.1	2356119d39c83c623db97da299789e2c	2598	Pfam	PF08240	Alcohol dehydrogenase GroES-like domain	1905	1960	2.0E-5	T	04-07-2020	IPR013154	Alcohol dehydrogenase, N-terminal	GO:0055114	
PNP59071.1	2356119d39c83c623db97da299789e2c	2598	Pfam	PF13602	Zinc-binding dehydrogenase	2060	2197	1.1E-16	T	04-07-2020
PNP59071.1	2356119d39c83c623db97da299789e2c	2598	Pfam	PF08659	KR domain	2221	2398	2.0E-62	T	04-07-2020	IPR013968	Polyketide synthase, ketoreductase domain		Reactome: R-HSA-163765|Reactome: R-HSA-199220|Reactome: R-HSA-2426168|Reactome: R-HSA-75105|Reactome: R-HSA-9029558
PNP59071.1	2356119d39c83c623db97da299789e2c	2598	Pfam	PF08242	Methyltransferase domain	1487	1594	5.0E-15	T	04-07-2020	IPR013217	Methyltransferase type 12		
PNP44184.1	2ea132e0098e93c63ce4f56a8b300a92	1139	Pfam	PF12090	Spt20 family	146	418	2.8E-47	T	04-07-2020	IPR021950	Transcription factor Spt20	GO:0000124|GO:0003712	
PNP57696.1	1bf4d970900a39832c30fcd697fb38bc	310	Pfam	PF13468	Glyoxalase-like domain	11	208	3.5E-17	T	04-07-2020	IPR025870	Glyoxalase-like domain		
PNP47800.1	7a12f32da75cda3b21bb33096b905844	849	Pfam	PF05593	RHS Repeat	367	402	5.8E-5	T	04-07-2020	IPR031325	RHS repeat		
PNP58504.1	4dacbc0b3abda9c9c722d79f55f74f92	514	Pfam	PF00303	Thymidylate synthase	219	514	9.7E-102	T	04-07-2020	IPR023451	Thymidylate synthase/dCMP hydroxymethylase domain		KEGG: 00240+2.1.1.45|KEGG: 00670+2.1.1.45|MetaCyc: PWY-3841|MetaCyc: PWY-7184|MetaCyc: PWY-7187|MetaCyc: PWY-7198|MetaCyc: PWY-7199|MetaCyc: PWY-7210|Reactome: R-HSA-499943|Reactome: R-HSA-69205
PNP58504.1	4dacbc0b3abda9c9c722d79f55f74f92	514	Pfam	PF13302	Acetyltransferase (GNAT) domain	29	193	8.2E-28	T	04-07-2020	IPR000182	GNAT domain	GO:0008080	
PNP45996.1	7c59b8de9a4b0590a535941555b596c5	532	Pfam	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain	74	104	8.7E-6	T	04-07-2020	IPR001138	Zn(2)-C6 fungal-type DNA-binding domain	GO:0000981|GO:0005634|GO:0006355|GO:0008270	
PNP53389.1	c8a1f42b44b962956a644c9c68f3b93a	2619	Pfam	PF00550	Phosphopantetheine attachment site	2548	2612	3.8E-8	T	04-07-2020	IPR009081	Phosphopantetheine binding ACP domain		
