ETS00576.1	c2e081ea21c7cfb7f127bd38055970db	609	Pfam	PF08593	Domain of unknown function	298	351	5.4E-12	T	04-07-2020	IPR013902	Domain of unknown function DUF1773		
ETS00576.1	c2e081ea21c7cfb7f127bd38055970db	609	Pfam	PF07534	TLD	360	554	1.2E-28	T	04-07-2020	IPR006571	TLDc domain		
ETS02523.1	b4f9849b6a508d9cd34596877963c1cf	248	Pfam	PF17784	Sulfotransferase domain	16	214	7.9E-50	T	04-07-2020	IPR040632	Sulfotransferase, S. mansonii-type		
ETR99041.1	91243ffb2248317673711df982eb3930	642	Pfam	PF07976	Phenol hydroxylase, C-terminal dimerisation domain	419	596	6.5E-37	T	04-07-2020	IPR012941	Phenol hydroxylase, C-terminal dimerisation domain		
ETR99041.1	91243ffb2248317673711df982eb3930	642	Pfam	PF01494	FAD binding domain	14	374	2.8E-75	T	04-07-2020	IPR002938	FAD-binding domain	GO:0071949	
ETS02349.1	7d311b71ce007b0003f283b0f8950a70	1065	SignalP_EUK	SignalP-noTM		1	25	-	T	04-07-2020
ETS02349.1	7d311b71ce007b0003f283b0f8950a70	1065	Pfam	PF01532	Glycosyl hydrolase family 47	238	1055	6.2E-178	T	04-07-2020	IPR001382	Glycoside hydrolase family 47	GO:0004571|GO:0005509|GO:0016020	
ETR99111.1	a431d0d28e203735e50e768a4f396981	663	Pfam	PF07540	Nucleolar complex-associated protein	125	215	5.8E-30	T	04-07-2020	IPR011501	Nucleolar complex-associated protein 3, N-terminal		
ETR99111.1	a431d0d28e203735e50e768a4f396981	663	Pfam	PF03914	CBF/Mak21 family	475	653	1.0E-23	T	04-07-2020	IPR005612	CCAAT-binding factor		
ETR99796.1	9f2ae4f0f00b3b7c6a2e1321162364fb	623	Pfam	PF04082	Fungal specific transcription factor domain	202	369	3.4E-7	T	04-07-2020	IPR007219	Transcription factor domain, fungi	GO:0003677|GO:0005634|GO:0006351|GO:0008270	
ETR97561.1	fe840b3ea1926aedfee889524cf42630	333	Pfam	PF02668	Taurine catabolism dioxygenase TauD, TfdA family	124	266	2.8E-12	T	04-07-2020	IPR003819	TauD/TfdA-like domain	GO:0016491|GO:0055114	Reactome: R-HSA-71262
ETS00807.1	52931c394a621449716643d123f1baa3	895	Pfam	PF07217	Heterokaryon incompatibility protein Het-C	11	570	2.8E-239	T	04-07-2020	IPR010816	Heterokaryon incompatibility Het-C		
