Gene ID	HMMER	Hotpep	DIAMOND	Signalp	#ofTools
augustus_masked-NODE_105_length_125599_cov_46.022985-processed-gene-0.5-mRNA-1	GT8(14-127)+GT8(228-378)	GT8	N	N	2
augustus_masked-NODE_10_length_386774_cov_43.091587-processed-gene-2.26-mRNA-1	GH3(78-291)	GH3	GH3	N	3
augustus_masked-NODE_10_length_386774_cov_43.091587-processed-gene-2.29-mRNA-1	GT25(8-237)	GT25	N	N	2
augustus_masked-NODE_113_length_118338_cov_39.003215-processed-gene-0.18-mRNA-1	GT1(225-555)	GT1	GT1	N	3
augustus_masked-NODE_118_length_114700_cov_40.273258-processed-gene-0.28-mRNA-1	CE10(146-344)	N	N	N	1
augustus_masked-NODE_119_length_114613_cov_43.556872-processed-gene-0.7-mRNA-1	GH28(105-436)	GH28	GH28	N	3
augustus_masked-NODE_11_length_386071_cov_40.578874-processed-gene-0.21-mRNA-1	GH18(30-293)	GH18	CBM1+GH18	N	3
augustus_masked-NODE_11_length_386071_cov_40.578874-processed-gene-1.2-mRNA-1	GH3(97-332)	GH3	GH3	N	3
augustus_masked-NODE_11_length_386071_cov_40.578874-processed-gene-1.6-mRNA-1	GH20(182-352)	GH20	GH20	N	3
augustus_masked-NODE_11_length_386071_cov_40.578874-processed-gene-1.8-mRNA-1	GH3(66-274)	GH3	GH3	N	3
augustus_masked-NODE_124_length_108290_cov_46.139068-processed-gene-0.19-mRNA-1	GH5_9(198-522)	GH5	GH5_9	N	3
augustus_masked-NODE_127_length_105121_cov_41.261767-processed-gene-0.1-mRNA-1	GT33(41-489)	GT33	GT33	N	3
augustus_masked-NODE_12_length_348652_cov_38.697505-processed-gene-0.1-mRNA-1	GH2(103-722)	GH2	GH2	N	3
augustus_masked-NODE_12_length_348652_cov_38.697505-processed-gene-1.14-mRNA-1	GH31(233-714)	GH31	GH31	N	3
augustus_masked-NODE_12_length_348652_cov_38.697505-processed-gene-2.26-mRNA-1	GH95(19-790)	GH95	GH95	N	3
augustus_masked-NODE_131_length_103633_cov_39.972881-processed-gene-0.27-mRNA-1	GT90(429-722)	GT90	GT90	N	3
augustus_masked-NODE_133_length_103293_cov_45.458785-processed-gene-0.23-mRNA-1	GH18(46-368)	GH18	GH18	N	3
augustus_masked-NODE_13_length_329851_cov_42.081371-processed-gene-0.5-mRNA-1	GH18(36-254)	GH18	N	N	2
augustus_masked-NODE_13_length_329851_cov_42.081371-processed-gene-1.1-mRNA-1	GH31(365-813)	GH31	GH31	N	3
augustus_masked-NODE_140_length_94847_cov_35.565108-processed-gene-0.16-mRNA-1	GH18(42-391)	GH18	N	N	2
augustus_masked-NODE_146_length_92068_cov_46.661892-processed-gene-0.7-mRNA-1	GT62(69-332)	GT62	GT62	N	3
augustus_masked-NODE_154_length_87673_cov_44.704807-processed-gene-0.13-mRNA-1	AA11(21-175)	AA11	N	N	2
augustus_masked-NODE_158_length_84643_cov_48.230690-processed-gene-0.20-mRNA-1	GH16(91-334)	GH16	N	N	2
augustus_masked-NODE_160_length_84543_cov_40.589130-processed-gene-0.13-mRNA-1	GH5_12(15-548)	GH5	GH5_12	N	3
augustus_masked-NODE_165_length_83091_cov_46.255231-processed-gene-0.4-mRNA-1	GH47(107-605)	GH47	GH47	N	3
augustus_masked-NODE_167_length_82306_cov_41.323039-processed-gene-0.0-mRNA-1	GH132(154-459)	GH132	N	N	2
augustus_masked-NODE_171_length_80760_cov_42.212903-processed-gene-0.10-mRNA-1	GT17(52-350)	GT17	N	N	2
augustus_masked-NODE_17_length_294554_cov_39.447357-processed-gene-1.27-mRNA-1	AA2(96-341)	N	N	N	1
augustus_masked-NODE_188_length_73116_cov_45.333365-processed-gene-0.14-mRNA-1	GT66(16-665)	GT66	GT66	N	3
augustus_masked-NODE_191_length_72573_cov_45.777724-processed-gene-0.4-mRNA-1	GT22(12-385)	GT22	GT22	N	3
augustus_masked-NODE_1_length_796642_cov_41.286555-processed-gene-1.2-mRNA-1	CE10(69-323)	N	N	N	1
augustus_masked-NODE_201_length_67888_cov_37.938682-processed-gene-0.7-mRNA-1	GT39(65-303)	GT39	GT39	N	3
augustus_masked-NODE_205_length_65867_cov_45.926240-processed-gene-0.14-mRNA-1	CE10(24-310)	N	N	N	1
augustus_masked-NODE_205_length_65867_cov_45.926240-processed-gene-0.26-mRNA-1	GH18(42-251)	GH18	GH18	N	3
augustus_masked-NODE_208_length_64306_cov_46.327615-processed-gene-0.5-mRNA-1	GH128(41-278)	GH128	N	N	2
augustus_masked-NODE_218_length_61265_cov_47.999378-processed-gene-0.2-mRNA-1	AA9(5-224)	AA9	N	N	2
augustus_masked-NODE_218_length_61265_cov_47.999378-processed-gene-0.7-mRNA-1	GT2(140-303)	GT2	GT2	N	3
augustus_masked-NODE_21_length_277966_cov_46.276628-processed-gene-0.19-mRNA-1	GH18(76-327)	N	GH18	N	2
augustus_masked-NODE_21_length_277966_cov_46.276628-processed-gene-1.7-mRNA-1	CE4(125-256)	CE4+CBM18	N	N	2
augustus_masked-NODE_22_length_277465_cov_41.047130-processed-gene-0.10-mRNA-1	GH72(17-332)	GH72	GH72	N	3
augustus_masked-NODE_230_length_56103_cov_36.478455-processed-gene-0.6-mRNA-1	CE10(80-352)	N	N	N	1
augustus_masked-NODE_239_length_52855_cov_46.959642-processed-gene-0.0-mRNA-1	GH128(193-407)	N	N	N	1
augustus_masked-NODE_23_length_255774_cov_46.187411-processed-gene-0.18-mRNA-1	GT24(1145-1392)	GT24	GT24	N	3
augustus_masked-NODE_240_length_52787_cov_47.955564-processed-gene-0.12-mRNA-1	GH3(194-406)	GH3	GH3	N	3
augustus_masked-NODE_244_length_51753_cov_45.814958-processed-gene-0.6-mRNA-1	GT4(322-478)	N	GT4	N	2
augustus_masked-NODE_244_length_51753_cov_45.814958-processed-gene-0.7-mRNA-1	GH16(34-283)	GH16	N	N	2
augustus_masked-NODE_247_length_51420_cov_44.252296-processed-gene-0.10-mRNA-1	AA7(31-233)	N	N	N	1
augustus_masked-NODE_26_length_247408_cov_42.208407-processed-gene-0.4-mRNA-1	GT32(116-195)	GT32	GT32	N	3
augustus_masked-NODE_271_length_43163_cov_47.413514-processed-gene-0.13-mRNA-1	GT20(157-616)	GT20	GT20	N	3
augustus_masked-NODE_278_length_41514_cov_44.877498-processed-gene-0.8-mRNA-1	GH16(119-263)	GH16+CBM18	CBM18+GH16	N	3
augustus_masked-NODE_280_length_41129_cov_50.544266-processed-gene-0.16-mRNA-1	GH92(350-868)	GH92	GH92	N	3
augustus_masked-NODE_28_length_243238_cov_40.815841-processed-gene-0.2-mRNA-1	CBM21(296-402)	CBM21	CBM21	N	3
augustus_masked-NODE_2_length_544021_cov_44.932404-processed-gene-4.29-mRNA-1	GH92(269-778)	GH92	GH92	N	3
augustus_masked-NODE_305_length_35993_cov_45.352172-processed-gene-0.0-mRNA-1	GH16(57-229)	N	N	N	1
augustus_masked-NODE_32_length_231395_cov_40.853784-processed-gene-0.5-mRNA-1	CE4(114-244)	CE4	N	N	2
augustus_masked-NODE_336_length_27309_cov_45.397874-processed-gene-0.1-mRNA-1	GH76(22-355)	GH76	N	N	2
augustus_masked-NODE_340_length_26886_cov_46.100340-processed-gene-0.12-mRNA-1	GT34(66-292)	GT34	N	N	2
augustus_masked-NODE_346_length_26125_cov_47.760789-processed-gene-0.4-mRNA-1	AA7(2-172)	AA7	N	N	2
augustus_masked-NODE_35_length_223459_cov_41.673714-processed-gene-0.32-mRNA-1	GH12(416-537)	N	N	N	1
augustus_masked-NODE_35_length_223459_cov_41.673714-processed-gene-1.16-mRNA-1	GH28(2-278)	GH28	N	N	2
augustus_masked-NODE_36_length_223218_cov_35.167851-processed-gene-1.3-mRNA-1	PL7_4(13-128)	N	N	N	1
augustus_masked-NODE_375_length_20182_cov_48.140314-processed-gene-0.8-mRNA-1	CE5(77-246)	CE5	N	N	2
augustus_masked-NODE_378_length_19953_cov_44.755775-processed-gene-0.7-mRNA-1	GT57(1-467)	GT57	GT57	N	3
augustus_masked-NODE_390_length_18722_cov_47.115192-processed-gene-0.5-mRNA-1	GH17(51-315)	GH17	GH17	N	3
augustus_masked-NODE_40_length_214900_cov_36.733984-processed-gene-1.11-mRNA-1	AA3(10-542)	AA3	AA3_2	N	3
augustus_masked-NODE_421_length_14247_cov_44.715368-processed-gene-0.5-mRNA-1	GH72(19-302)	GH72	GH72	N	3
augustus_masked-NODE_42_length_212444_cov_38.483357-processed-gene-1.11-mRNA-1	GT21(51-369)	GT21	GT21	N	3
augustus_masked-NODE_43_length_210526_cov_42.510606-processed-gene-1.19-mRNA-1	GH92(488-996)	GH92	GH92	N	3
augustus_masked-NODE_454_length_9010_cov_42.142970-processed-gene-0.0-mRNA-1	GH5_5(1-285)	GH5	GH5_5	N	3
augustus_masked-NODE_459_length_8387_cov_43.481477-processed-gene-0.0-mRNA-1	GH67(19-708)	GH67	GH67	N	3
augustus_masked-NODE_459_length_8387_cov_43.481477-processed-gene-0.2-mRNA-1	GH30_3(67-271)	GH30	N	N	2
augustus_masked-NODE_462_length_8068_cov_41.901398-processed-gene-0.0-mRNA-1	GH20(191-567)	GH20	GH20	N	3
augustus_masked-NODE_463_length_7946_cov_40.645607-processed-gene-0.0-mRNA-1	GT69(81-333)	GT69	N	N	2
augustus_masked-NODE_46_length_199158_cov_46.988570-processed-gene-0.54-mRNA-1	GT64(99-361)	N	N	N	1
augustus_masked-NODE_471_length_7071_cov_40.203053-processed-gene-0.1-mRNA-1	AA3_2(8-569)	AA3	AA3_2	N	3
augustus_masked-NODE_480_length_6090_cov_42.532953-processed-gene-0.0-mRNA-1	AA7(39-317)	N	N	N	1
augustus_masked-NODE_49_length_195447_cov_44.674084-processed-gene-0.45-mRNA-1	GH64(77-457)	N	N	N	1
augustus_masked-NODE_4_length_448038_cov_36.051550-processed-gene-3.21-mRNA-1	GT76(492-915)	GT76	GT76	N	3
augustus_masked-NODE_4_length_448038_cov_36.051550-processed-gene-3.42-mRNA-1	GH47(163-655)	GH47	GH47	N	3
augustus_masked-NODE_50_length_192177_cov_45.347456-processed-gene-0.2-mRNA-1	CE10(211-363)	N	N	N	1
augustus_masked-NODE_51_length_187746_cov_45.782346-processed-gene-0.35-mRNA-1	GT4(293-423)	GT4	GT4	N	3
augustus_masked-NODE_525_length_1323_cov_35.472408-processed-gene-0.0-mRNA-1	GH30_3(2-187)	GH30	N	N	2
augustus_masked-NODE_54_length_184649_cov_45.277224-processed-gene-0.10-mRNA-1	GH16(90-301)	N	N	N	1
augustus_masked-NODE_54_length_184649_cov_45.277224-processed-gene-0.21-mRNA-1	GH125(68-505)	GH125	GH125	N	3
augustus_masked-NODE_54_length_184649_cov_45.277224-processed-gene-0.4-mRNA-1	GT90(262-531)	GT90	GT90	N	3
augustus_masked-NODE_57_length_181680_cov_47.276316-processed-gene-0.13-mRNA-1	AA7(56-490)	N	N	N	1
augustus_masked-NODE_57_length_181680_cov_47.276316-processed-gene-0.4-mRNA-1	GH76(34-404)	GH76	GH76	N	3
augustus_masked-NODE_59_length_176316_cov_37.444806-processed-gene-0.11-mRNA-1	GT90(708-983)	GT90	N	N	2
augustus_masked-NODE_59_length_176316_cov_37.444806-processed-gene-0.27-mRNA-1	GH16(58-241)	GH16	GH16	N	3
augustus_masked-NODE_5_length_445051_cov_35.338130-processed-gene-0.10-mRNA-1	GH13_8(234-527)	GH13+CBM48	CBM48+GH13_8	N	3
augustus_masked-NODE_60_length_174915_cov_41.669926-processed-gene-0.1-mRNA-1	GT15(75-352)	GT15	GT15	N	3
augustus_masked-NODE_61_length_173741_cov_46.884491-processed-gene-0.43-mRNA-1	GT62(71-335)	GT62	GT62	N	3
augustus_masked-NODE_62_length_172866_cov_45.128124-processed-gene-0.36-mRNA-1	GH92(259-759)	GH92	GH92	N	3
augustus_masked-NODE_64_length_171899_cov_39.835998-processed-gene-0.24-mRNA-1	GH31(246-813)	GH31	GH31	N	3
augustus_masked-NODE_66_length_170454_cov_34.390649-processed-gene-0.2-mRNA-1	GH1(159-604)	GH1	GH1	N	3
augustus_masked-NODE_67_length_169658_cov_42.682217-processed-gene-0.4-mRNA-1	GH49(42-565)	GH49	GH49	N	3
augustus_masked-NODE_6_length_434743_cov_44.004834-processed-gene-1.19-mRNA-1	GT8(24-226)	GT8	GT8	N	3
augustus_masked-NODE_72_length_162633_cov_39.346289-processed-gene-0.14-mRNA-1	GH3(99-350)	GH3	GH3	N	3
augustus_masked-NODE_72_length_162633_cov_39.346289-processed-gene-0.30-mRNA-1	PL1_2(70-241)	N	N	N	1
augustus_masked-NODE_72_length_162633_cov_39.346289-processed-gene-0.34-mRNA-1	GT32(88-165)	N	N	N	1
augustus_masked-NODE_73_length_159824_cov_40.422018-processed-gene-0.5-mRNA-1	GH3(89-310)	GH3	GH3	N	3
augustus_masked-NODE_75_length_158243_cov_47.703034-processed-gene-0.28-mRNA-1	AA7(51-235)	N	AA7	N	2
augustus_masked-NODE_75_length_158243_cov_47.703034-processed-gene-0.37-mRNA-1	GH79(25-449)	GH79	N	N	2
augustus_masked-NODE_76_length_158028_cov_43.019804-processed-gene-0.25-mRNA-1	GT32(83-165)	GT32	GT32	N	3
