Gene ID	HMMER	Hotpep	DIAMOND	Signalp	#ofTools
augustus_masked-NODE_100_length_36341_cov_10.763158-processed-gene-0.5-mRNA-1	GT59(69-567)	GT59	GT59	N	3
augustus_masked-NODE_100_length_36341_cov_10.763158-processed-gene-0.6-mRNA-1	CE10(25-310)	N	N	N	1
augustus_masked-NODE_1074_length_7879_cov_9.423504-processed-gene-0.5-mRNA-1	AA3(14-557)	N	N	N	1
augustus_masked-NODE_1080_length_7783_cov_10.929467-processed-gene-0.4-mRNA-1	AA11(19-168)	AA11	N	N	2
augustus_masked-NODE_1081_length_7779_cov_12.730528-processed-gene-0.6-mRNA-1	GH55(40-787)	GH28+GH55	GH55	N	3
augustus_masked-NODE_118_length_34582_cov_12.925816-processed-gene-0.11-mRNA-1	GH2(108-739)	GH2	GH2	N	3
augustus_masked-NODE_118_length_34582_cov_12.925816-processed-gene-0.9-mRNA-1	GH31(233-725)	GH31	GH31	N	3
augustus_masked-NODE_1233_length_6487_cov_13.581604-processed-gene-0.9-mRNA-1	CE4(86-218)	CE4	N	N	2
augustus_masked-NODE_1271_length_6264_cov_11.476291-processed-gene-0.1-mRNA-1	GH67(5-585)	GH67	GH67	N	3
augustus_masked-NODE_1300_length_5993_cov_8.288612-processed-gene-0.1-mRNA-1	GT22(25-309)	GT22	N	N	2
augustus_masked-NODE_135_length_33156_cov_11.828363-processed-gene-0.10-mRNA-1	GH15(58-458)+CBM20(525-615)	GH15+CBM20	CBM20+GH15	N	3
augustus_masked-NODE_1361_length_5625_cov_10.578938-processed-gene-0.2-mRNA-1	AA3_2(8-569)	AA3	AA3_2	N	3
augustus_masked-NODE_136_length_32935_cov_12.381553-processed-gene-0.13-mRNA-1	GH31(246-812)	GH31	GH31	N	3
augustus_masked-NODE_138_length_32475_cov_11.556603-processed-gene-0.4-mRNA-1	GH128(216-429)	N	N	N	1
augustus_masked-NODE_1406_length_5376_cov_10.764146-processed-gene-0.1-mRNA-1	GT1(38-462)	N	N	N	1
augustus_masked-NODE_140_length_32216_cov_12.750912-processed-gene-0.10-mRNA-1	CE10(75-323)	N	N	N	1
augustus_masked-NODE_1519_length_4760_cov_10.523419-processed-gene-0.5-mRNA-1	GT32(82-164)	GT32	GT32	N	3
augustus_masked-NODE_154_length_31342_cov_12.151818-processed-gene-0.5-mRNA-1	GH18(32-287)	GH18	GH18	N	3
augustus_masked-NODE_171_length_29931_cov_11.380050-processed-gene-0.6-mRNA-1	GH64(77-454)	GH64	N	N	2
augustus_masked-NODE_174_length_29749_cov_11.536257-processed-gene-0.1-mRNA-1	GH5_5(229-524)	GH5+CBM1	CBM1+GH5_5	N	3
augustus_masked-NODE_190_length_28753_cov_11.418466-processed-gene-0.19-mRNA-1	PL7_4(30-249)	PL7	N	N	2
augustus_masked-NODE_208_length_27968_cov_12.551022-processed-gene-0.3-mRNA-1	GH18(31-283)	GH18	N	N	2
augustus_masked-NODE_24_length_55427_cov_15.000868-processed-gene-0.36-mRNA-1	GH18(30-276)	GH18	N	N	2
augustus_masked-NODE_251_length_25612_cov_12.630881-processed-gene-0.16-mRNA-1	GT64(95-339)	N	N	N	1
augustus_masked-NODE_254_length_25496_cov_10.909851-processed-gene-0.1-mRNA-1	GH2(418-1151)	GH2	GH2	N	3
augustus_masked-NODE_268_length_24051_cov_11.444407-processed-gene-0.16-mRNA-1	GT20(159-616)	GT20	GT20	N	3
augustus_masked-NODE_280_length_23355_cov_13.325598-processed-gene-0.14-mRNA-1	GT17(56-337)	GT17	N	N	2
augustus_masked-NODE_321_length_21666_cov_11.646966-processed-gene-0.12-mRNA-1	AA7(132-318)	N	N	N	1
augustus_masked-NODE_331_length_21426_cov_11.164139-processed-gene-0.10-mRNA-1	AA7(29-221)	N	N	N	1
augustus_masked-NODE_33_length_51556_cov_12.067724-processed-gene-0.40-mRNA-1	GH20(185-560)	GH20	GH20	N	3
augustus_masked-NODE_390_length_19158_cov_11.676055-processed-gene-0.11-mRNA-1	GT32(88-165)	N	N	N	1
augustus_masked-NODE_41_length_48483_cov_14.262470-processed-gene-0.31-mRNA-1	GH3(113-362)	GH3	GH3	N	3
augustus_masked-NODE_43_length_47792_cov_11.523948-processed-gene-0.28-mRNA-1	GH16(99-319)	N	N	N	1
augustus_masked-NODE_445_length_17400_cov_11.721299-processed-gene-0.12-mRNA-1	GH43(27-310)+CBM66(328-481)	GH43	CBM66+GH43_34	N	3
augustus_masked-NODE_45_length_47580_cov_12.920806-processed-gene-0.17-mRNA-1	GH18(135-458)	N	CBM18+GH18	N	2
augustus_masked-NODE_474_length_16612_cov_12.004489-processed-gene-0.3-mRNA-1	GH1(4-475)	GH1	GH1	N	3
augustus_masked-NODE_49_length_46912_cov_12.502960-processed-gene-0.13-mRNA-1	GH18(31-268)	GH18	GH18	N	3
